Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
90,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa ,5th Std-Below 10th Std,5 and more,2,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
91,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa ,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
92,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa ,5th Std-Below 10th Std,5 and more,2,House wife,Worsened,Remain the same,Increased,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
93,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa ,Illiterate,5 and more,1,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Remain the same,Remained the same,
94,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa ,Illiterate,5 and more,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
95,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar ,10th Std-Below 12th Std,3 or 4,1,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
96,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar ,Illiterate,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will decrease,Remained the same,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
97,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Danilimda ,5th Std-Below 10th Std,3 or 4,2,Daily worker,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
98,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur ,5th Std-Below 10th Std,3 or 4,2,Daily worker,Remained the same,Remain the same,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
99,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Remain the same,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
100,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Improved,Will improve,Increased,Will decrease,Increased,
101,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia ,5th Std-Below 10th Std,1 to 2,1,Daily worker,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
102,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia ,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will decrease,Increased,
103,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia ,Below 5th Std,5 and more,1,House wife,Worsened,Remain the same,Decreased,Remain the same,Decreased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Remain the same,Increased,Remain the same,Increased,
104,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,10th Std-Below 12th Std,3 or 4,1,Employed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
105,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
106,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
107,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
108,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
109,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,Graduate,3 or 4,1,House wife,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
110,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda ,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
111,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
112,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda ,Below 5th Std,5 and more,2,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
113,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda ,Graduate,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
114,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda ,Illiterate,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
115,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
116,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
117,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,Illiterate,3 or 4,1,Daily worker,Worsened,Will worsen,Decreased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
118,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,Illiterate,5 and more,1,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
119,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,Illiterate,5 and more,4,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
120,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vatva ,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
121,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vatva ,5th Std-Below 10th Std,5 and more,2,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
122,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Amaraiwadi ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will decrease
123,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Amaraiwadi ,Illiterate,5 and more,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Worsened,Will improve,Remained the same,Will increase,,Will increase
124,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Asarwa ,5th Std-Below 10th Std,5 and more,3,Self Employed/ Business,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
125,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ellisbridge ,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Remained the same,Will increase,,Will increase
126,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ellisbridge ,Graduate,3 or 4,3,Employed,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
127,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ellisbridge ,Graduate,5 and more,4,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
128,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ellisbridge ,Post Graduate,5 and more,3,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
129,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatlodiya ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
130,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatlodiya ,Graduate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
131,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Ghatlodiya ,Graduate,5 and more,2,House wife,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
132,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Jamalpur-Khadia ,10th Std-Below 12th Std,3 or 4,4,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
133,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Maninagar ,Graduate,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
134,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Maninagar ,Graduate,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
135,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Naranpura ,12th Std,3 or 4,2,Self Employed/ Business,Remained the same,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Improved,Remain the same,Increased,Will increase,Remained the same,Will increase
136,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Naroda ,Graduate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
137,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Sabarmati ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
138,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Sabarmati ,12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
139,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Sabarmati ,Post Graduate,5 and more,3,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
140,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Thakakarbapa nagar ,10th Std-Below 12th Std,5 and more,3,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
141,41,Mar-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Vatva ,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Will improve,Increased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
