Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
90,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Danilimda,12th Std,5 and more,3,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
91,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Ghatlodiya,12th Std,5 and more,2,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will decrease,Increased,
92,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Jamalpur-Khadia,10th Std-Below 12th Std,5 and more,4,Employed,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
93,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Maninagar,10th Std-Below 12th Std,5 and more,2,Employed,Worsened,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Will decrease,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
94,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Maninagar,Graduate,3 or 4,1,Unemployed,Remained the same,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
95,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Sabarmati,12th Std,3 or 4,3,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Remain the same
96,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Sabarmati,12th Std,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
97,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Sabarmati,12th Std,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
98,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Sabarmati,Graduate,1 to 2,1,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
99,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Sabarmati,Post Graduate,3 or 4,2,Unemployed,Improved,Will improve,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
100,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Thakakarbapa nagar,Graduate,1 to 2,1,Employed,Worsened,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
101,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Thakakarbapa nagar,Graduate,3 or 4,1,Unemployed,Worsened,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Decreased,Remain the same,Remained the same,Will improve,Increased,Remain the same,Remained the same,
102,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Thakakarbapa nagar,Graduate,5 and more,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will decrease,Remained the same,Will decrease,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
103,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Vejalpur,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will worsen,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will decrease,Improved,Will improve,Increased,Remain the same,Increased,
104,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Danilimda,12th Std,3 or 4,2,Self Employed/ Business,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
105,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Jamalpur-Khadia,Graduate,5 and more,2,Unemployed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Will decrease,Increased,
106,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Sabarmati,Graduate,5 and more,3,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
107,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Vatva,Graduate,5 and more,4,Employed,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
108,46,Dec-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Vejalpur,Graduate,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Increased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
109,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
110,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
111,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,12th Std,5 and more,2,House wife,Improved,Will improve,Decreased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase
112,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will decrease,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
113,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,5th Std-Below 10th Std,5 and more,1,Daily worker,Improved,Will improve,Decreased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will worsen,Increased,Remain the same,Increased,
114,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
115,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,5th Std-Below 10th Std,5 and more,2,Daily worker,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
116,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,5th Std-Below 10th Std,5 and more,2,Employed,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
117,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,Graduate,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Will increase,Decreased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Remain the same
118,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,Illiterate,5 and more,1,Daily worker,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
119,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,Illiterate,5 and more,3,Daily worker,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
120,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa,Below 5th Std,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
121,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Decreased,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
122,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar,Graduate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
123,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar,Graduate,5 and more,1,House wife,Worsened,Remain the same,Decreased,Will increase,Remained the same,Will decrease,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Remained the same,Will decrease,,
124,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Danilimda,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
125,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Danilimda,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
126,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur,12th Std,5 and more,2,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
127,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur,Graduate,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
128,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ellisbridge,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Remain the same,Decreased,Will decrease,Increased,Will decrease,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Decreased,Will increase,,Will increase
129,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia,5th Std-Below 10th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Decreased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
130,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia,5th Std-Below 10th Std,5 and more,2,Daily worker,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will worsen,Increased,Will increase,Remained the same,Remain the same
131,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia,Below 5th Std,5 and more,2,Daily worker,Worsened,Will improve,Decreased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will decrease,Increased,
132,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia,Illiterate,5 and more,2,House wife,Worsened,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Worsened,Will improve,Increased,Remain the same,Increased,
133,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Maninagar,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
134,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Maninagar,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
135,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda,12th Std,5 and more,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
136,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Remained the same,Will increase,,Remain the same
137,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,5th Std-Below 10th Std,3 or 4,2,Daily worker,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will decrease,Remained the same,
138,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,5th Std-Below 10th Std,5 and more,3,Daily worker,Worsened,Will improve,Decreased,Will decrease,Remained the same,Remain the same,Increased,Will decrease,Remained the same,Remain the same,Improved,Will improve,Increased,Will decrease,Increased,
139,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati,Graduate,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will decrease,Increased,Remain the same,Decreased,Will decrease,Improved,Remain the same,Increased,Will increase,Increased,Remain the same
140,46,Dec-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will improve,Decreased,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
