Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
90,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
91,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Increased,Remain the same,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
92,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar ,Below 5th Std,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
93,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur ,10th Std-Below 12th Std,1 to 2,2,Daily worker,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
94,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur ,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Decreased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
95,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur ,Graduate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
96,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Dariyapur ,Graduate,5 and more,3,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
97,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Will decrease,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will decrease
98,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
99,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,Graduate,3 or 4,2,House wife,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
100,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,Graduate,5 and more,2,House wife,Improved,Will improve,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
101,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,Graduate,5 and more,2,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
102,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,Graduate,5 and more,4,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
103,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya ,Post Graduate,5 and more,2,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
104,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur -Khadia ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
105,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur -Khadia ,5th Std-Below 10th Std,1 to 2,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
106,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur -Khadia ,5th Std-Below 10th Std,1 to 2,2,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
107,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur -Khadia ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
108,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur -Khadia ,Graduate,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Remained the same,Will increase
109,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Maninagar ,Illiterate,5 and more,2,House wife,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Improved,Will improve,Increased,Remain the same,Increased,
110,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
111,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
112,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
113,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,10th Std-Below 12th Std,5 and more,7,House wife,Improved,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
114,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,5th Std-Below 10th Std,1 to 2,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
115,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,5th Std-Below 10th Std,3 or 4,1,Daily worker,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
116,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
117,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Remain the same,Decreased,Remain the same,Increased,Will increase,Improved,Will improve,Decreased,Remain the same,,
118,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol ,5th Std-Below 10th Std,5 and more,3,House wife,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
119,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
120,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
121,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
122,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
123,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
124,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
125,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
126,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Sabarmati ,Graduate,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Remained the same,Will increase,,Will increase
127,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase
128,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,5th Std-Below 10th Std,1 to 2,1,House wife,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
129,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Remain the same,Increased,
130,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
131,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Decreased,Will decrease
132,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar ,Graduate,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
133,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vatva ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
134,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vatva ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
135,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vatva ,Graduate,3 or 4,1,House wife,Remained the same,Will improve,Decreased,Will decrease,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
136,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur ,5th Std-Below 10th Std,3 or 4,1,Daily worker,Improved,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Decreased,Remain the same,Improved,Remain the same,Increased,Remain the same,Increased,
137,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
138,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
139,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
140,43,Jun-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
