Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
91,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Dariyapur,Graduate,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
92,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Dariyapur,Graduate,3 or 4,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
93,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Ellisbridge,Post Graduate,3 or 4,2,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will decrease
94,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Jamalpur-Khadia,5th Std-Below 10th Std,5 and more,3,Employed,Remained the same,Will improve,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will decrease,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
95,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Maninagar,12th Std,5 and more,2,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
96,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Maninagar,Graduate,1 to 2,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
97,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Naranpura,5th Std-Below 10th Std,5 and more,3,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
98,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Naranpura,Graduate,3 or 4,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
99,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Naranpura,Graduate,3 or 4,2,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
100,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Naranpura,Graduate,5 and more,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
101,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Naroda,10th Std-Below 12th Std,5 and more,4,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
102,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Naroda,Graduate,5 and more,1,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
103,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Nikol,10th Std-Below 12th Std,3 or 4,1,Employed,Worsened,Will improve,Decreased,Will increase,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
104,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Nikol,Illiterate,5 and more,5,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
105,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Sabarmati,Graduate,3 or 4,2,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
106,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Vejalpur,12th Std,5 and more,2,Unemployed,Improved,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
107,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 1 to less than 3 lakh,Vejalpur,Post Graduate,3 or 4,1,Unemployed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
108,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Naranpura,Post Graduate,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will decrease,Increased,
109,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Naranpura,Post Graduate,3 or 4,2,Employed,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
110,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Naroda,5th Std-Below 10th Std,3 or 4,3,Self Employed/ Business,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Remained the same,Remain the same,,
111,44,Sep-18,Ahmedabad,22-29 year,Male,Rs. 3 lakh to 5 lakh,Sabarmati,12th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
112,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Will worsen,Increased,Will increase,Decreased,Remain the same
113,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Amaraiwadi,Illiterate,5 and more,6,House wife,Improved,Will improve,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
114,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
115,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
116,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa,Illiterate,5 and more,1,Daily worker,Remained the same,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
117,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Asarwa,Illiterate,5 and more,2,House wife,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
118,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Remained the same,Will decrease,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
119,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar,10th Std-Below 12th Std,5 and more,3,House wife,Improved,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
120,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Bapunagar,Below 5th Std,5 and more,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
121,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ellisbridge,5th Std-Below 10th Std,5 and more,2,Daily worker,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Remain the same,Increased,
122,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya,5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
123,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya,Below 5th Std,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
124,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Ghatlodiya,Graduate,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
125,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Jamalpur-Khadia,10th Std-Below 12th Std,5 and more,2,Daily worker,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Decreased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
126,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naranpura,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Decreased,Will decrease
127,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will decrease,Increased,
128,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Naroda,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
129,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
130,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
131,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will worsen,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
132,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
133,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,5th Std-Below 10th Std,5 and more,2,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
134,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Nikol,Illiterate,5 and more,1,House wife,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will decrease,Increased,
135,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will decrease,Improved,Remain the same,Increased,Will increase,Increased,Remain the same
136,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
137,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Thakakarbapa nagar,Below 5th Std,1 to 2,1,House wife,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
138,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vatva,Below 5th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
139,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
140,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 lakh or less,Vejalpur,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
141,44,Sep-18,Ahmedabad,30-39 year,Female,Rs. 1 to less than 3 lakh,Asarwa,Graduate,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
